"","PUMA","ESRLEVEL","ESR","CLASS","CenTrN","DIS","CDF","Range0","Range1"
"319","1204","ESR5",0,6,40,0,0.74103669731224,0.74103669731224,0.741036956275543
"320","1204","ESR6",36815,7,40,0.25896330268776,1,0.741036956275543,1
"321","1300","Total",170633,0,41,0,0,0,0
"322","1300","ESR0",30410,1,41,0.178218750183142,0.178218750183142,0,0.17821922533742
"323","1300","ESR1",81077,2,41,0.475154278480716,0.653373028663857,0.17821922533742,0.653373042711551
"324","1300","ESR2",2397,3,41,0.0140476930019398,0.667420721665797,0.653373042711551,0.667420746649241
"325","1300","ESR3",4263,4,41,0.0249834439996953,0.692404165665493,0.667420746649241,0.692404166251546
"326","1300","ESR4",100,5,41,0.000586053108132659,0.692990218773625,0.692404166251546,0.692990218773625
"327","1300","ESR5",0,6,41,0,0.692990218773625,0.692990218773625,0.692990525783406
"328","1300","ESR6",52386,7,41,0.307009781226375,1,0.692990525783406,1
"329","1400","Total",180359,0,42,0,0,0,0
"330","1400","ESR0",31524,1,42,0.174784734889859,0.174784734889859,0,0.174785201564657
"331","1400","ESR1",84169,2,42,0.466674798596133,0.641459533485992,0.174785201564657,0.64145954349381
"332","1400","ESR2",1805,3,42,0.0100078177412827,0.651467351227274,0.64145954349381,0.651467383989709
"333","1400","ESR3",5909,4,42,0.0327624349214622,0.684229786148737,0.651467383989709,0.684229786603386
"334","1400","ESR4",82,5,42,0.000454648783814503,0.684684434932551,0.684229786603386,0.684684434932551
"335","1400","ESR5",0,6,42,0,0.684684434932551,0.684684434932551,0.684684750248116
"336","1400","ESR6",56870,7,42,0.315315565067449,1,0.684684750248116,1
"337","1500","Total",203769,0,43,0,0,0,0
"338","1500","ESR0",43025,1,43,0.21114595448768,0.21114595448768,0,0.211146440945384
"339","1500","ESR1",99125,2,43,0.486457704557612,0.697603659045291,0.211146440945384,0.697603665508492
"340","1500","ESR2",1317,3,43,0.00646320097757755,0.704066860022869,0.697603665508492,0.704066883843961
"341","1500","ESR3",4854,4,43,0.023821091530115,0.727887951552984,0.704066883843961,0.727887960808563
"342","1500","ESR4",1886,5,43,0.00925557862088934,0.737143530173873,0.727887960808563,0.737143530173873
"343","1500","ESR5",0,6,43,0,0.737143530173873,0.737143530173873,0.737143793030343
"344","1500","ESR6",53562,7,43,0.262856469826127,1,0.737143793030343,1
"345","1600","Total",158161,0,44,0,0,0,0
"346","1600","ESR0",32978,1,44,0.208509050903826,0.208509050903826,0,0.208509534619786
"347","1600","ESR1",76505,2,44,0.483715960318916,0.692225011222741,0.208509534619786,0.692225021522373
"348","1600","ESR2",1629,3,44,0.0102996313882689,0.70252464261101,0.692225021522373,0.702524666928004
"349","1600","ESR3",3846,4,44,0.02431699344339,0.7268416360544,0.702524666928004,0.726841650741965
"350","1600","ESR4",2323,5,44,0.0146875652025468,0.741529201256947,0.726841650741965,0.741529201256947
"351","1600","ESR5",0,6,44,0,0.741529201256947,0.741529201256947,0.741529459727746
"352","1600","ESR6",40880,7,44,0.258470798743053,1,0.741529459727746,1
