,X,CensusTrct,INCOME,CLASS,N_return,N_single,N_joint,N_head,N_dpnd,INC,INC_R,DIS,CDF,Range0,Range1
2495,2342,24009861004,"$25,000 under $50,000",2,1810,950,350,430,1130,3210,1077,0.175550122,0.381255094,0.205705147,0.38125525
2496,2352,24009861004,"$50,000 under $75,000",3,1400,600,520,220,1000,2860,960,0.156479218,0.537734311,0.38125525,0.537734452
2497,2362,24009861004,"$75,000 under $100,000",4,1090,290,650,110,880,2580,866,0.141157294,0.678891606,0.537734452,0.678891891
2498,2372,24009861004,"$100,000 under $200,000",5,1920,260,1540,90,1780,5210,1749,0.285085575,0.96397718,0.678891891,0.963977216
2499,2382,24009861004,"$200,000 or more",6,250,20,230,0,180,660,222,0.036185819,1.000162999,0.963977216,1
2500,2024,24011955000,Total,0,490,230,190,70,280,4170,2728,0,0,0,0
2501,2025,24011955000,"$1 under $25,000",1,180,120,30,30,90,1420,930,0.340909091,0.340909091,0,0.340909429
2502,2026,24011955000,"$25,000 under $50,000",2,140,70,40,40,80,1390,921,0.337609971,0.678519062,0.340909429,0.678519212
2503,2027,24011955000,"$50,000 under $75,000",3,70,40,40,0,40,630,409,0.149926686,0.828445748,0.678519212,0.828445827
2504,2028,24011955000,"$75,000 under $100,000",4,40,0,30,0,30,330,215,0.078812317,0.907258065,0.828445827,0.907258157
2505,2029,24011955000,"$100,000 under $200,000",5,60,0,50,0,40,400,253,0.092741935,1,0.907258157,1
2506,2030,24011955000,"$200,000 or more",6,0,0,0,0,0,0,0,0,1,1,1
2507,1989,24011955100,Total,0,4340,1910,1730,600,2730,19020,5065,0,0,0,0
2508,1990,24011955100,"$1 under $25,000",1,1500,1030,190,250,630,5310,1520,0.300098717,0.300098717,0,0.300098991
2509,1991,24011955100,"$25,000 under $50,000",2,1050,520,260,240,680,4700,1390,0.274432379,0.574531096,0.300098991,0.574531261
2510,1992,24011955100,"$50,000 under $75,000",3,660,240,330,90,470,3150,836,0.165054294,0.73958539,0.574531261,0.739585503
2511,1993,24011955100,"$75,000 under $100,000",4,420,70,320,0,320,2220,573,0.113129319,0.852714709,0.739585503,0.852714854
2512,1994,24011955100,"$100,000 under $200,000",5,610,50,540,20,550,3290,736,0.145310958,0.998025666,0.852714854,0.998025668
2513,1995,24011955100,"$200,000 or more",6,100,0,90,0,80,350,9,0.0017769,0.999802567,0.998025668,1
2514,2038,24011955201,Total,0,2110,990,780,290,1280,9020,3614,0,0,0,0
2515,2039,24011955201,"$1 under $25,000",1,810,550,120,120,330,2480,981,0.271444383,0.271444383,0,0.27144461
2516,2040,24011955201,"$25,000 under $50,000",2,590,300,150,130,400,2250,822,0.22744881,0.498893193,0.27144461,0.498893357
2517,2041,24011955201,"$50,000 under $75,000",3,300,100,160,40,220,1480,594,0.164360819,0.663254012,0.498893357,0.663254139
2518,2042,24011955201,"$75,000 under $100,000",4,180,40,140,0,160,1080,457,0.126452684,0.789706696,0.663254139,0.789706882
2519,2043,24011955201,"$100,000 under $200,000",5,230,0,210,0,170,1600,671,0.185666851,0.975373547,0.789706882,0.975373571
2520,2044,24011955201,"$200,000 or more",6,0,0,0,0,0,130,85,0.023519646,0.998893193,0.975373571,1
2521,19891,24011955202,Total,0,4340,1910,1730,600,2730,12460,1820,0,0,0,0
2522,19901,24011955202,"$1 under $25,000",1,1500,1030,190,250,630,3320,482,0.264835165,0.264835165,0,0.264835391
2523,19911,24011955202,"$25,000 under $50,000",2,1050,520,260,240,680,2810,411,0.225824176,0.490659341,0.264835391,0.490659508
2524,19921,24011955202,"$50,000 under $75,000",3,660,240,330,90,470,2080,305,0.167582418,0.658241758,0.490659508,0.658241878
2525,19931,24011955202,"$75,000 under $100,000",4,420,70,320,0,320,1510,218,0.11978022,0.778021978,0.658241878,0.778022171
2526,19941,24011955202,"$100,000 under $200,000",5,610,50,540,20,550,2390,351,0.192857143,0.970879121,0.778022171,0.970879149
2527,19951,24011955202,"$200,000 or more",6,100,0,90,0,80,350,52,0.028571429,0.999450549,0.970879149,1
2528,19892,24011955301,Total,0,4340,1910,1730,600,2730,14180,3434,0,0,0,0
2529,19902,24011955301,"$1 under $25,000",1,1500,1030,190,250,630,4420,919,0.267617938,0.267617938,0,0.267618166
2530,19912,24011955301,"$25,000 under $50,000",2,1050,520,260,240,680,3600,783,0.228013978,0.495631916,0.267618166,0.495632083
2531,19922,24011955301,"$50,000 under $75,000",3,660,240,330,90,470,2220,573,0.166860804,0.66249272,0.495632083,0.662492837
2532,19932,24011955301,"$75,000 under $100,000",4,420,70,320,0,320,1490,402,0.117064648,0.779557368,0.662492837,0.779557559
2533,19942,24011955301,"$100,000 under $200,000",5,610,50,540,20,550,2190,658,0.191613279,0.971170646,0.779557559,0.971170675
2534,19952,24011955301,"$200,000 or more",6,100,0,90,0,80,260,99,0.028829354,1,0.971170675,1
2535,19893,24011955302,Total,0,4340,1910,1730,600,2730,44970,39485,0,0,0,0
2536,19903,24011955302,"$1 under $25,000",1,1500,1030,190,250,630,12750,11306,0.286336584,0.286336584,0,0.2863368
2537,19913,24011955302,"$25,000 under $50,000",2,1050,520,260,240,680,9790,8554,0.21663923,0.502975814,0.2863368,0.502975958
2538,19923,24011955302,"$50,000 under $75,000",3,660,240,330,90,470,6620,5700,0.144358617,0.647334431,0.502975958,0.647334531
2539,19933,24011955302,"$75,000 under $100,000",4,420,70,320,0,320,4610,3961,0.100316576,0.747651007,0.647334531,0.747651174
2540,19943,24011955302,"$100,000 under $200,000",5,610,50,540,20,550,7660,6588,0.16684817,0.914499177,0.747651174,0.914499262
2541,19953,24011955302,"$200,000 or more",6,100,0,90,0,80,3540,3376,0.085500823,1,0.914499262,1
2542,19894,24011955400,Total,0,4340,1910,1730,600,2730,18710,1853,0,0,0,0
2543,19904,24011955400,"$1 under $25,000",1,1500,1030,190,250,630,5700,572,0.308688613,0.308688613,0,0.308688876
2544,19914,24011955400,"$25,000 under $50,000",2,1050,520,260,240,680,4780,488,0.263356719,0.572045332,0.308688876,0.57204549
2545,19924,24011955400,"$50,000 under $75,000",3,660,240,330,90,470,2970,293,0.158121964,0.730167296,0.57204549,0.730167406
2546,19934,24011955400,"$75,000 under $100,000",4,420,70,320,0,320,2040,204,0.110091743,0.840259039,0.730167406,0.84025918
2547,19944,24011955400,"$100,000 under $200,000",5,610,50,540,20,550,2850,261,0.140852671,0.981111711,0.84025918,0.98111173
2548,19954,24011955400,"$200,000 or more",6,100,0,90,0,80,370,35,0.018888289,1,0.98111173,1
2549,2003,24011955500,Total,0,2840,1280,840,640,1880,10010,3643,0,0,0,0
2550,2004,24011955500,"$1 under $25,000",1,1270,760,140,350,740,3410,1031,0.283008509,0.283008509,0,0.28300877
2551,2005,24011955500,"$25,000 under $50,000",2,840,370,200,230,640,2820,950,0.260774087,0.543782597,0.28300877,0.543782762
2552,2006,24011955500,"$50,000 under $75,000",3,340,100,180,60,240,1510,603,0.165522921,0.709305517,0.543782762,0.709305639
2553,2007,24011955500,"$75,000 under $100,000",4,180,50,140,0,130,1010,442,0.121328575,0.830634093,0.709305639,0.830634238
2554,2008,24011955500,"$100,000 under $200,000",5,210,0,180,0,130,1150,530,0.145484491,0.976118584,0.830634238,0.976118608
2555,2009,24011955500,"$200,000 or more",6,0,0,0,0,0,110,88,0.024155915,1.000274499,0.976118608,1
2556,20031,24011955600,Total,0,2840,1280,840,640,1880,5480,4151,0,0,0,0
2557,20041,24011955600,"$1 under $25,000",1,1270,760,140,350,740,2130,1613,0.388581065,0.388581065,0,0.388581364
2558,20051,24011955600,"$25,000 under $50,000",2,840,370,200,230,640,1640,1242,0.299205011,0.687786076,0.388581364,0.687786214
2559,20061,24011955600,"$50,000 under $75,000",3,340,100,180,60,240,760,576,0.138761744,0.82654782,0.687786214,0.826547904
2560,20071,24011955600,"$75,000 under $100,000",4,180,50,140,0,130,460,348,0.08383522,0.91038304,0.826547904,0.91038313
2561,20081,24011955600,"$100,000 under $200,000",5,210,0,180,0,130,490,371,0.089376054,0.999759094,0.91038313,0.999759094
2562,20091,24011955600,"$200,000 or more",6,0,0,0,0,0,0,0,0,0.999759094,0.999759094,1
2563,1478,24013501001,Total,0,10420,4690,4570,890,5960,30700,3540,0,0,0,0
2564,1479,24013501001,"$1 under $25,000",1,2880,2270,300,260,670,6060,799,0.225706215,0.225706215,0,0.225706421
2565,1480,24013501001,"$25,000 under $50,000",2,2060,1250,430,290,930,5400,732,0.206779661,0.432485876,0.225706421,0.432486046
2566,1481,24013501001,"$50,000 under $75,000",3,1600,660,710,170,910,4870,604,0.170621469,0.603107345,0.432486046,0.603107499
2567,1482,24013501001,"$75,000 under $100,000",4,1260,270,860,90,940,4570,548,0.15480226,0.757909605,0.603107499,0.757909821
2568,1483,24013501001,"$100,000 under $200,000",5,2130,210,1830,80,2020,8140,767,0.216666667,0.974576271,0.757909821,0.974576297
2569,1484,24013501001,"$200,000 or more",6,490,30,440,0,490,1660,92,0.025988701,1.000564972,0.974576297,1
2570,23811,24013501002,Total,0,1360,600,610,110,750,12700,5371,0,0,0,0
2571,23821,24013501002,"$1 under $25,000",1,440,320,70,40,120,2880,1212,0.225656302,0.225656302,0,0.225656509
2572,2383,24013501002,"$25,000 under $50,000",2,310,160,100,40,180,2650,1112,0.207037796,0.432694098,0.225656509,0.432694268
2573,2384,24013501002,"$50,000 under $75,000",3,210,80,100,30,110,2130,914,0.170173152,0.60286725,0.432694268,0.602867405
2574,2385,24013501002,"$75,000 under $100,000",4,160,40,120,0,120,1950,830,0.154533606,0.757400856,0.602867405,0.757401073
2575,2386,24013501002,"$100,000 under $200,000",5,200,0,180,0,190,2720,1161,0.216160864,0.97356172,0.757401073,0.973561747
2576,2387,24013501002,"$200,000 or more",6,40,0,40,0,30,370,142,0.02643828,1,0.973561747,1
2577,14781,24013502000,Total,0,10420,4690,4570,890,5960,41120,3817,0,0,0,0
2578,14791,24013502000,"$1 under $25,000",1,2880,2270,300,260,670,8090,740,0.193869531,0.193869531,0,0.193869701
2579,14801,24013502000,"$25,000 under $50,000",2,2060,1250,430,290,930,7250,649,0.170028818,0.363898349,0.193869701,0.363898508
2580,14811,24013502000,"$50,000 under $75,000",3,1600,660,710,170,910,6510,606,0.158763427,0.522661776,0.363898508,0.522661922
2581,14821,24013502000,"$75,000 under $100,000",4,1260,270,860,90,940,6030,558,0.146188106,0.668849882,0.522661922,0.668850153
2582,14831,24013502000,"$100,000 under $200,000",5,2130,210,1830,80,2020,10950,1034,0.270893372,0.939743254,0.668850153,0.939743314
2583,14841,24013502000,"$200,000 or more",6,490,30,440,0,490,2290,229,0.05999476,0.999738014,0.939743314,1
2584,14782,24013503000,Total,0,10420,4690,4570,890,5960,30700,4579,0,0,0,0
2585,14792,24013503000,"$1 under $25,000",1,2880,2270,300,260,670,6060,866,0.189124263,0.189124263,0,0.18912443
2586,14802,24013503000,"$25,000 under $50,000",2,2060,1250,430,290,930,5400,764,0.166848657,0.35597292,0.18912443,0.355973075
2587,14812,24013503000,"$50,000 under $75,000",3,1600,660,710,170,910,4870,711,0.155274077,0.511246997,0.355973075,0.511247144
2588,14822,24013503000,"$75,000 under $100,000",4,1260,270,860,90,940,4570,674,0.14719371,0.658440708,0.511247144,0.658440987
2589,14832,24013503000,"$100,000 under $200,000",5,2130,210,1830,80,2020,8140,1280,0.279537017,0.937977724,0.658440987,0.937977787
2590,14842,24013503000,"$200,000 or more",6,490,30,440,0,490,1660,285,0.062240664,1.000218388,0.937977787,1
2591,1191,24013504100,Total,0,5280,2330,2520,330,2830,97120,5012,0,0,0,0
2592,1192,24013504100,"$1 under $25,000",1,1400,1180,120,90,220,20020,896,0.17877095,0.17877095,0,0.178771097
2593,1193,24013504100,"$25,000 under $50,000",2,950,600,220,100,280,16760,738,0.147246608,0.326017558,0.178771097,0.326017671
2594,1194,24013504100,"$50,000 under $75,000",3,650,290,270,60,250,12620,565,0.112729449,0.438747007,0.326017671,0.438747126
2595,1195,24013504100,"$75,000 under $100,000",4,560,120,390,30,360,11630,596,0.118914605,0.557661612,0.438747126,0.557661919
2596,1196,24013504100,"$100,000 under $200,000",5,1240,140,1070,50,1120,26410,1536,0.306464485,0.864126097,0.557661919,0.864126233
2597,1197,24013504100,"$200,000 or more",6,480,0,450,0,600,9680,680,0.135674381,0.999800479,0.864126233,1
2598,11911,24013504201,Total,0,5280,2330,2520,330,2830,45290,6030,0,0,0,0
2599,11921,24013504201,"$1 under $25,000",1,1400,1180,120,90,220,8800,1057,0.175290216,0.175290216,0,0.175290361
2600,11931,24013504201,"$25,000 under $50,000",2,950,600,220,100,280,7390,875,0.145107794,0.32039801,0.175290361,0.320398125
2601,11941,24013504201,"$50,000 under $75,000",3,650,290,270,60,250,5730,693,0.114925373,0.435323383,0.320398125,0.435323507
2602,11951,24013504201,"$75,000 under $100,000",4,560,120,390,30,360,5730,748,0.124046434,0.559369818,0.435323507,0.559370135
2603,11961,24013504201,"$100,000 under $200,000",5,1240,140,1070,50,1120,13640,1917,0.317910448,0.877280265,0.559370135,0.877280388
2604,11971,24013504201,"$200,000 or more",6,480,0,450,0,600,4000,740,0.122719735,1,0.877280388,1
2605,11912,24013504202,Total,0,5280,2330,2520,330,2830,84890,5683,0,0,0,0
2606,11922,24013504202,"$1 under $25,000",1,1400,1180,120,90,220,14480,1034,0.181946155,0.181946155,0,0.181946306
2607,11932,24013504202,"$25,000 under $50,000",2,950,600,220,100,280,11740,857,0.150800633,0.332746789,0.181946306,0.332746909
2608,11942,24013504202,"$50,000 under $75,000",3,650,290,270,60,250,9960,683,0.120183002,0.452929791,0.332746909,0.452929916
2609,11952,24013504202,"$75,000 under $100,000",4,560,120,390,30,360,10540,710,0.124934014,0.577863804,0.452929916,0.577864119
2610,11962,24013504202,"$100,000 under $200,000",5,1240,140,1070,50,1120,28560,1791,0.315150449,0.893014253,0.577864119,0.89301436
2611,11972,24013504202,"$200,000 or more",6,480,0,450,0,600,9610,607,0.106809784,0.999824037,0.89301436,1
2612,2493,24013505101,Total,0,19000,8170,9190,1240,11810,39600,3568,0,0,0,0
2613,2494,24013505101,"$1 under $25,000",1,4750,4050,370,260,630,5680,512,0.143497758,0.143497758,0,0.143497868
2614,2495,24013505101,"$25,000 under $50,000",2,2900,1900,580,320,970,4350,392,0.109865471,0.253363229,0.143497868,0.253363335
2615,2496,24013505101,"$50,000 under $75,000",3,2360,1180,840,250,1120,4230,381,0.106782511,0.36014574,0.253363335,0.360145861
2616,2497,24013505101,"$75,000 under $100,000",4,2120,550,1310,190,1450,4810,433,0.121356502,0.481502242,0.360145861,0.481502619
2617,2498,24013505101,"$100,000 under $200,000",5,5150,430,4450,200,5390,14920,1344,0.376681614,0.858183857,0.481502619,0.858183998
2618,2499,24013505101,"$200,000 or more",6,1720,60,1640,20,2250,5610,505,0.141535874,0.999719731,0.858183998,1
2619,11913,24013505102,Total,0,5280,2330,2520,330,2830,50130,7510,0,0,0,0
2620,11923,24013505102,"$1 under $25,000",1,1400,1180,120,90,220,7410,1079,0.1436751,0.1436751,0,0.14367521
2621,11933,24013505102,"$25,000 under $50,000",2,950,600,220,100,280,5770,827,0.11011984,0.25379494,0.14367521,0.253795047
2622,11943,24013505102,"$50,000 under $75,000",3,650,290,270,60,250,5370,803,0.106924101,0.360719041,0.253795047,0.360719163
2623,11953,24013505102,"$75,000 under $100,000",4,560,120,390,30,360,6100,912,0.121438083,0.482157124,0.360719163,0.4821575
2624,11963,24013505102,"$100,000 under $200,000",5,1240,140,1070,50,1120,18370,2825,0.376165113,0.858322237,0.4821575,0.858322379
2625,11973,24013505102,"$200,000 or more",6,480,0,450,0,600,7110,1064,0.141677763,1,0.858322379,1
2626,24931,24013505203,Total,0,19000,8170,9190,1240,11810,39600,3019,0,0,0,0
2627,24941,24013505203,"$1 under $25,000",1,4750,4050,370,260,630,5680,433,0.143424975,0.143424975,0,0.143425085
2628,24951,24013505203,"$25,000 under $50,000",2,2900,1900,580,320,970,4350,332,0.109970189,0.253395164,0.143425085,0.253395271
2629,24961,24013505203,"$50,000 under $75,000",3,2360,1180,840,250,1120,4230,322,0.106657834,0.360052998,0.253395271,0.360053119
2630,24971,24013505203,"$75,000 under $100,000",4,2120,550,1310,190,1450,4810,367,0.121563432,0.481616429,0.360053119,0.481616806
2631,24981,24013505203,"$100,000 under $200,000",5,5150,430,4450,200,5390,14920,1137,0.376614773,0.858231202,0.481616806,0.858231344
2632,24991,24013505203,"$200,000 or more",6,1720,60,1640,20,2250,5610,428,0.141768798,1,0.858231344,1
2633,13311,24013505205,Total,0,2780,1120,1500,110,1670,45500,3230,0,0,0,0
2634,13321,24013505205,"$1 under $25,000",1,620,540,50,40,50,6410,448,0.13869969,0.13869969,0,0.138699791
2635,13331,24013505205,"$25,000 under $50,000",2,320,230,60,0,70,4770,326,0.100928793,0.239628483,0.138699791,0.239628581
2636,13341,24013505205,"$50,000 under $75,000",3,260,150,80,20,80,4640,317,0.098142415,0.337770898,0.239628581,0.337771012
2637,13351,24013505205,"$75,000 under $100,000",4,250,80,140,20,160,5350,370,0.114551084,0.452321981,0.337771012,0.452322363
2638,13361,24013505205,"$100,000 under $200,000",5,850,90,720,30,780,17260,1232,0.381424149,0.83374613,0.452322363,0.833746297
2639,13371,24013505205,"$200,000 or more",6,480,30,450,0,530,7070,538,0.166563467,1.000309598,0.833746297,1
2640,13312,24013505206,Total,0,2780,1120,1500,110,1670,45500,3622,0,0,0,0
2641,13322,24013505206,"$1 under $25,000",1,620,540,50,40,50,6410,488,0.134732192,0.134732192,0,0.134732285
2642,13332,24013505206,"$25,000 under $50,000",2,320,230,60,0,70,4770,336,0.092766427,0.22749862,0.134732285,0.22749871
2643,13342,24013505206,"$50,000 under $75,000",3,260,150,80,20,80,4640,327,0.090281612,0.317780232,0.22749871,0.31778034
2644,13352,24013505206,"$75,000 under $100,000",4,250,80,140,20,160,5350,392,0.108227499,0.426007731,0.31778034,0.426008116
2645,13362,24013505206,"$100,000 under $200,000",5,850,90,720,30,780,17260,1397,0.385698509,0.81170624,0.426008116,0.811706428
2646,13372,24013505206,"$200,000 or more",6,480,30,450,0,530,7070,684,0.188845941,1.000552181,0.811706428,1
2647,24932,24013505207,Total,0,19000,8170,9190,1240,11810,39600,3695,0,0,0,0
2648,24942,24013505207,"$1 under $25,000",1,4750,4050,370,260,630,5680,530,0.143437077,0.143437077,0,0.143437187
2649,24952,24013505207,"$25,000 under $50,000",2,2900,1900,580,320,970,4350,406,0.109878214,0.253315291,0.143437187,0.253315398
2650,24962,24013505207,"$50,000 under $75,000",3,2360,1180,840,250,1120,4230,395,0.106901218,0.360216509,0.253315398,0.36021663
2651,24972,24013505207,"$75,000 under $100,000",4,2120,550,1310,190,1450,4810,449,0.121515562,0.48173207,0.36021663,0.481732447
2652,24982,24013505207,"$100,000 under $200,000",5,5150,430,4450,200,5390,14920,1392,0.376725304,0.858457375,0.481732447,0.858457516
2653,24992,24013505207,"$200,000 or more",6,1720,60,1640,20,2250,5610,523,0.141542625,1,0.858457516,1
2654,24933,24013505208,Total,0,19000,8170,9190,1240,11810,39600,5747,0,0,0,0
2655,24943,24013505208,"$1 under $25,000",1,4750,4050,370,260,630,5680,824,0.143379154,0.143379154,0,0.143379264
2656,24953,24013505208,"$25,000 under $50,000",2,2900,1900,580,320,970,4350,631,0.109796416,0.25317557,0.143379264,0.253175677
2657,24963,24013505208,"$50,000 under $75,000",3,2360,1180,840,250,1120,4230,614,0.10683835,0.36001392,0.253175677,0.360014042
2658,24973,24013505208,"$75,000 under $100,000",4,2120,550,1310,190,1450,4810,698,0.121454672,0.481468592,0.360014042,0.481468969
2659,24983,24013505208,"$100,000 under $200,000",5,5150,430,4450,200,5390,14920,2165,0.376718288,0.85818688,0.481468969,0.858187022
