,X,CensusTrct,INCOME,CLASS,N_return,N_single,N_joint,N_head,N_dpnd,INC,INC_R,DIS,CDF,Range0,Range1
3528,22477,24021752501,"$200,000 or more",6,510,30,470,0,480,4190,554,0.104844815,1.000378501,0.895533791,1
3529,22418,24021752502,Total,0,18600,9140,6140,2770,12120,46480,2402,0,0,0,0
3530,22428,24021752502,"$1 under $25,000",1,5870,4320,470,980,2390,10340,448,0.186511241,0.186511241,0,0.186511412
3531,22438,24021752502,"$25,000 under $50,000",2,4350,2380,820,950,2910,9500,411,0.17110741,0.357618651,0.186511412,0.357618779
3532,22448,24021752502,"$50,000 under $75,000",3,2950,1410,940,460,1880,6930,308,0.128226478,0.485845129,0.357618779,0.485845256
3533,22458,24021752502,"$75,000 under $100,000",4,1950,610,1050,210,1520,5770,305,0.126977519,0.612822648,0.485845256,0.612822954
3534,22468,24021752502,"$100,000 under $200,000",5,2970,390,2390,170,2940,11590,736,0.306411324,0.919233972,0.612822954,0.919234053
3535,22478,24021752502,"$200,000 or more",6,510,30,470,0,480,2350,195,0.081182348,1.00041632,0.919234053,1
3536,2409,24021752601,Total,0,5710,2380,2840,400,3550,12010,4442,0,0,0,0
3537,2410,24021752601,"$1 under $25,000",1,1420,1200,120,70,180,1690,625,0.140702386,0.140702386,0,0.140702505
3538,2411,24021752601,"$25,000 under $50,000",2,900,560,200,110,360,1430,529,0.1190905,0.259792886,0.140702505,0.259793002
3539,2412,24021752601,"$50,000 under $75,000",3,710,300,290,100,410,1390,514,0.115713643,0.375506529,0.259793002,0.375506648
3540,2413,24021752601,"$75,000 under $100,000",4,600,140,410,50,420,1430,529,0.1190905,0.494597028,0.375506648,0.49459738
3541,2414,24021752601,"$100,000 under $200,000",5,1490,150,1270,70,1470,4230,1564,0.352093652,0.84669068,0.49459738,0.846690833
3542,2415,24021752601,"$200,000 or more",6,590,30,550,0,710,1840,680,0.153084196,0.999774876,0.846690833,1
3543,22348,24021752602,Total,0,21070,10180,7390,2910,13240,95070,2623,0,0,0,0
3544,22358,24021752602,"$1 under $25,000",1,6750,4980,540,1100,2620,21070,569,0.216927183,0.216927183,0,0.216927379
3545,22368,24021752602,"$25,000 under $50,000",2,4790,2640,930,1020,3240,18950,516,0.196721311,0.413648494,0.216927379,0.413648639
3546,22378,24021752602,"$50,000 under $75,000",3,2950,1330,1050,430,1830,13360,380,0.144872284,0.558520778,0.413648639,0.5585209
3547,22388,24021752602,"$75,000 under $100,000",4,2160,680,1220,200,1580,11480,321,0.122378955,0.680899733,0.5585209,0.68089999
3548,22398,24021752602,"$100,000 under $200,000",5,3560,490,2870,160,3170,23950,673,0.256576439,0.937476172,0.68089999,0.937476236
3549,22408,24021752602,"$200,000 or more",6,860,60,780,0,800,6260,166,0.063286313,1.000762486,0.937476236,1
3550,22349,24021752603,Total,0,21070,10180,7390,2910,13240,125700,40012,0,0,0,0
3551,22359,24021752603,"$1 under $25,000",1,6750,4980,540,1100,2620,30560,11048,0.276117165,0.276117165,0,0.276117373
3552,22369,24021752603,"$25,000 under $50,000",2,4790,2640,930,1020,3240,25900,8334,0.208287514,0.484404679,0.276117373,0.484404819
3553,22379,24021752603,"$50,000 under $75,000",3,2950,1330,1050,430,1830,17870,5608,0.140157953,0.624562631,0.484404819,0.624562732
3554,22389,24021752603,"$75,000 under $100,000",4,2160,680,1220,200,1580,14350,4026,0.100619814,0.725182445,0.624562732,0.725182625
3555,22399,24021752603,"$100,000 under $200,000",5,3560,490,2870,160,3170,28030,7204,0.180045986,0.905228431,0.725182625,0.905228526
3556,22409,24021752603,"$200,000 or more",6,860,60,780,0,800,8990,3796,0.094871539,1.00009997,0.905228526,1
3557,223410,24021752801,Total,0,21070,10180,7390,2910,13240,67910,2232,0,0,0,0
3558,223510,24021752801,"$1 under $25,000",1,6750,4980,540,1100,2620,15240,423,0.189516129,0.189516129,0,0.189516283
3559,223610,24021752801,"$25,000 under $50,000",2,4790,2640,930,1020,3240,13680,343,0.153673835,0.343189964,0.189516283,0.343190109
3560,223710,24021752801,"$50,000 under $75,000",3,2950,1330,1050,430,1830,10060,324,0.14516129,0.488351254,0.343190109,0.488351395
3561,223810,24021752801,"$75,000 under $100,000",4,2160,680,1220,200,1580,8710,314,0.140681004,0.629032258,0.488351395,0.629032562
3562,223910,24021752801,"$100,000 under $200,000",5,3560,490,2870,160,3170,16570,678,0.303763441,0.932795699,0.629032562,0.932795766
3563,224010,24021752801,"$200,000 or more",6,860,60,780,0,800,3650,149,0.066756272,0.999551971,0.932795766,1
3564,2269,24021752802,Total,0,4570,1960,2070,440,2520,35220,3648,0,0,0,0
3565,2270,24021752802,"$1 under $25,000",1,1350,1030,180,130,310,6350,623,0.170778509,0.170778509,0,0.170778639
3566,2271,24021752802,"$25,000 under $50,000",2,990,530,260,160,390,5300,474,0.129934211,0.300712719,0.170778639,0.300712848
3567,2272,24021752802,"$50,000 under $75,000",3,680,230,360,80,420,5000,471,0.129111842,0.429824561,0.300712848,0.429824696
3568,2273,24021752802,"$75,000 under $100,000",4,520,90,380,40,380,4770,492,0.134868421,0.564692982,0.429824696,0.564693326
3569,2274,24021752802,"$100,000 under $200,000",5,850,80,730,30,820,10660,1255,0.344024123,0.908717105,0.564693326,0.908717196
3570,2275,24021752802,"$200,000 or more",6,180,0,160,0,200,3140,331,0.090734649,0.999451754,0.908717196,1
3571,2290,24021752900,Total,0,640,300,240,80,380,26660,2886,0,0,0,0
3572,2291,24021752900,"$1 under $25,000",1,240,170,30,40,100,5900,652,0.225918226,0.225918226,0,0.225918436
3573,2292,24021752900,"$25,000 under $50,000",2,150,80,40,20,70,5350,607,0.21032571,0.436243936,0.225918436,0.436244121
3574,2293,24021752900,"$50,000 under $75,000",3,100,50,50,20,80,4540,533,0.184684685,0.620928621,0.436244121,0.620928759
3575,2294,24021752900,"$75,000 under $100,000",4,70,0,50,0,80,3800,399,0.138253638,0.759182259,0.620928759,0.759182482
3576,2295,24021752900,"$100,000 under $200,000",5,80,0,70,0,50,6210,642,0.222453222,0.981635482,0.759182482,0.981635501
3577,2296,24021752900,"$200,000 or more",6,0,0,0,0,0,860,55,0.019057519,1.000693001,0.981635501,1
3578,2507,24021753001,Total,0,5850,2730,2460,550,2970,11170,4442,0,0,0,0
3579,2508,24021753001,"$1 under $25,000",1,1720,1330,200,160,390,2280,907,0.204187303,0.204187303,0,0.204187512
3580,2509,24021753001,"$25,000 under $50,000",2,1380,790,350,200,640,2330,927,0.208689779,0.412877082,0.204187512,0.412877253
3581,2510,24021753001,"$50,000 under $75,000",3,970,380,440,120,530,1910,760,0.171094102,0.583971184,0.412877253,0.583971322
3582,2511,24021753001,"$75,000 under $100,000",4,650,130,470,50,420,1540,612,0.137775777,0.721746961,0.583971322,0.721747199
3583,2512,24021753001,"$100,000 under $200,000",5,970,100,850,20,840,2660,1058,0.238181,0.95992796,0.721747199,0.959928001
3584,2513,24021753001,"$200,000 or more",6,160,0,150,0,150,450,179,0.040297163,1.000225124,0.959928001,1
3585,2458,24021753002,Total,0,500,220,250,40,270,12200,2687,0,0,0,0
3586,2459,24021753002,"$1 under $25,000",1,160,110,30,40,50,2540,549,0.204317082,0.204317082,0,0.204317291
3587,2460,24021753002,"$25,000 under $50,000",2,120,70,40,0,50,2530,560,0.208410867,0.412727949,0.204317291,0.412728121
3588,2461,24021753002,"$50,000 under $75,000",3,80,40,50,0,60,2110,460,0.171194641,0.58392259,0.412728121,0.583922728
3589,2462,24021753002,"$75,000 under $100,000",4,50,0,40,0,30,1650,370,0.137700037,0.721622627,0.583922728,0.721622866
3590,2463,24021753002,"$100,000 under $200,000",5,90,0,90,0,80,2920,640,0.238183848,0.959806476,0.721622866,0.959806516
3591,2464,24021753002,"$200,000 or more",6,0,0,0,0,0,450,108,0.040193524,1,0.959806516,1
3592,222715,24021765100,Total,0,19450,10350,6600,2030,9330,71220,3460,0,0,0,0
3593,222815,24021765100,"$1 under $25,000",1,5510,4330,450,660,1480,16000,732,0.211560694,0.211560694,0,0.211560877
3594,222915,24021765100,"$25,000 under $50,000",2,4150,2700,670,630,1720,14270,634,0.183236994,0.394797688,0.211560877,0.394797829
3595,223015,24021765100,"$50,000 under $75,000",3,2990,1680,830,360,1240,10570,490,0.141618497,0.536416185,0.394797829,0.536416309
3596,223115,24021765100,"$75,000 under $100,000",4,2130,820,1060,180,1200,8760,428,0.123699422,0.660115607,0.536416309,0.660115866
3597,223215,24021765100,"$100,000 under $200,000",5,3640,710,2700,170,2780,17340,897,0.259248555,0.919364162,0.660115866,0.919364243
3598,223315,24021765100,"$200,000 or more",6,1030,110,890,30,910,4280,280,0.080924855,1.000289017,0.919364243,1
3599,23111,24021766800,Total,0,2110,1040,820,210,1170,15230,3355,0,0,0,0
3600,2312,24021766800,"$1 under $25,000",1,750,590,80,70,170,3270,814,0.242622951,0.242622951,0,0.242623165
3601,2313,24021766800,"$25,000 under $50,000",2,500,270,130,90,250,3200,718,0.214008942,0.456631893,0.242623165,0.456632044
3602,2314,24021766800,"$50,000 under $75,000",3,300,110,140,50,170,2520,506,0.150819672,0.607451565,0.456632044,0.607451698
3603,2315,24021766800,"$75,000 under $100,000",4,210,40,150,0,200,2080,447,0.133233979,0.740685544,0.607451698,0.740685771
3604,2316,24021766800,"$100,000 under $200,000",5,310,30,280,0,330,3580,762,0.227123696,0.96780924,0.740685771,0.967809272
3605,2317,24021766800,"$200,000 or more",6,40,0,40,0,50,580,109,0.032488823,1.000298063,0.967809272,1
3606,23112,24021767500,Total,0,2110,1040,820,210,1170,26280,2730,0,0,0,0
3607,23121,24021767500,"$1 under $25,000",1,750,590,80,70,170,5790,635,0.232600733,0.232600733,0,0.232600937
3608,23131,24021767500,"$25,000 under $50,000",2,500,270,130,90,250,5470,557,0.204029304,0.436630037,0.232600937,0.436630212
3609,23141,24021767500,"$50,000 under $75,000",3,300,110,140,50,170,4430,479,0.175457875,0.612087912,0.436630212,0.612088039
3610,23151,24021767500,"$75,000 under $100,000",4,210,40,150,0,200,3740,347,0.127106227,0.739194139,0.612088039,0.739194378
3611,23161,24021767500,"$100,000 under $200,000",5,310,30,280,0,330,6010,652,0.238827839,0.978021978,0.739194378,0.978022
3612,23171,24021767500,"$200,000 or more",6,40,0,40,0,50,840,60,0.021978022,1,0.978022,1
3613,222716,24021767600,Total,0,19450,10350,6600,2030,9330,61400,3031,0,0,0,0
3614,222816,24021767600,"$1 under $25,000",1,5510,4330,450,660,1480,12780,630,0.207852194,0.207852194,0,0.207852369
3615,222916,24021767600,"$25,000 under $50,000",2,4150,2700,670,630,1720,11500,529,0.174529858,0.382382052,0.207852369,0.382382193
3616,223016,24021767600,"$50,000 under $75,000",3,2990,1680,830,360,1240,9060,427,0.140877598,0.52325965,0.382382193,0.523259791
3617,223116,24021767600,"$75,000 under $100,000",4,2130,820,1060,180,1200,7960,426,0.140547674,0.663807324,0.523259791,0.663807593
3618,223216,24021767600,"$100,000 under $200,000",5,3640,710,2700,170,2780,15910,814,0.268558232,0.932365556,0.663807593,0.932365623
3619,223316,24021767600,"$200,000 or more",6,1030,110,890,30,910,4190,202,0.066644672,0.999010228,0.932365623,1
3620,223411,24021770700,Total,0,21070,10180,7390,2910,13240,58560,3792,0,0,0,0
3621,223511,24021770700,"$1 under $25,000",1,6750,4980,540,1100,2620,12390,578,0.15242616,0.15242616,0,0.152426286
3622,223611,24021770700,"$25,000 under $50,000",2,4790,2640,930,1020,3240,10880,477,0.125791139,0.2782173,0.152426286,0.278217419
3623,223711,24021770700,"$50,000 under $75,000",3,2950,1330,1050,430,1830,7770,454,0.119725738,0.397943038,0.278217419,0.397943161
3624,223811,24021770700,"$75,000 under $100,000",4,2160,680,1220,200,1580,7060,467,0.123154008,0.521097046,0.397943161,0.521097393
3625,223911,24021770700,"$100,000 under $200,000",5,3560,490,2870,160,3170,15700,1313,0.346255274,0.867352321,0.521097393,0.867352454
3626,224011,24021770700,"$200,000 or more",6,860,60,780,0,800,4760,507,0.133702532,1.001054852,0.867352454,1
3627,222717,24021772200,Total,0,19450,10350,6600,2030,9330,34910,1844,0,0,0,0
3628,222817,24021772200,"$1 under $25,000",1,5510,4330,450,660,1480,7370,389,0.210954447,0.210954447,0,0.21095463
3629,222917,24021772200,"$25,000 under $50,000",2,4150,2700,670,630,1720,6390,338,0.18329718,0.394251627,0.21095463,0.394251768
3630,223017,24021772200,"$50,000 under $75,000",3,2990,1680,830,360,1240,4940,261,0.14154013,0.535791757,0.394251768,0.535791881
3631,223117,24021772200,"$75,000 under $100,000",4,2130,820,1060,180,1200,4320,228,0.123644252,0.659436009,0.535791881,0.659436268
3632,223217,24021772200,"$100,000 under $200,000",5,3640,710,2700,170,2780,9060,479,0.259761388,0.919197397,0.659436268,0.919197478
3633,223317,24021772200,"$200,000 or more",6,1030,110,890,30,910,2830,149,0.080802603,1,0.919197478,1
3634,222718,24021773500,Total,0,19450,10350,6600,2030,9330,45190,3784,0,0,0,0
3635,222818,24021773500,"$1 under $25,000",1,5510,4330,450,660,1480,9400,748,0.197674419,0.197674419,0,0.197674596
3636,222918,24021773500,"$25,000 under $50,000",2,4150,2700,670,630,1720,8210,671,0.177325581,0.375,0.197674596,0.375000143
3637,223018,24021773500,"$50,000 under $75,000",3,2990,1680,830,360,1240,6410,541,0.142970402,0.517970402,0.375000143,0.517970535
3638,223118,24021773500,"$75,000 under $100,000",4,2130,820,1060,180,1200,5690,504,0.133192389,0.651162791,0.517970535,0.651163079
3639,223218,24021773500,"$100,000 under $200,000",5,3640,710,2700,170,2780,12030,1092,0.28858351,0.9397463,0.651163079,0.939746361
3640,223318,24021773500,"$200,000 or more",6,1030,110,890,30,910,3450,229,0.06051797,1.000264271,0.939746361,1
3641,2276,24021775302,Total,0,2830,1280,1120,360,1780,16000,4214,0,0,0,0
3642,2277,24021775302,"$1 under $25,000",1,780,580,70,110,270,2860,746,0.177028951,0.177028951,0,0.177029132
3643,2278,24021775302,"$25,000 under $50,000",2,680,380,140,130,390,2800,763,0.181063123,0.358092074,0.177029132,0.35809223
3644,2279,24021775302,"$50,000 under $75,000",3,460,180,190,70,320,2370,656,0.155671571,0.513763645,0.35809223,0.513763783
3645,2280,24021775302,"$75,000 under $100,000",4,330,80,220,30,250,2130,580,0.13763645,0.651400095,0.513763783,0.651400388
3646,2281,24021775302,"$100,000 under $200,000",5,520,60,450,20,510,4800,1234,0.292833412,0.944233507,0.651400388,0.944233563
3647,2282,24021775302,"$200,000 or more",6,60,0,50,0,40,1040,235,0.055766493,1,0.944233563,1
3648,22761,24021775400,Total,0,2830,1280,1120,360,1780,10190,3959,0,0,0,0
3649,22771,24021775400,"$1 under $25,000",1,780,580,70,110,270,1840,768,0.193988381,0.193988381,0,0.193988589
3650,22781,24021775400,"$25,000 under $50,000",2,680,380,140,130,390,1920,824,0.208133367,0.402121748,0.193988589,0.402121916
3651,22791,24021775400,"$50,000 under $75,000",3,460,180,190,70,320,1600,664,0.167719121,0.569840869,0.402121916,0.56984101
3652,22801,24021775400,"$75,000 under $100,000",4,330,80,220,30,250,1420,560,0.141449861,0.71129073,0.56984101,0.711290994
3653,22811,24021775400,"$100,000 under $200,000",5,520,60,450,20,510,2920,1044,0.263702955,0.974993685,0.711290994,0.974993711
3654,22821,24021775400,"$200,000 or more",6,60,0,50,0,40,490,100,0.025258904,1.000252589,0.974993711,1
3655,222719,24021775600,Total,0,19450,10350,6600,2030,9330,49270,4141,0,0,0,0
3656,222819,24021775600,"$1 under $25,000",1,5510,4330,450,660,1480,8980,515,0.124366095,0.124366095,0,0.124366185
3657,222919,24021775600,"$25,000 under $50,000",2,4150,2700,670,630,1720,7500,374,0.090316349,0.214682444,0.124366185,0.214682544
3658,223019,24021775600,"$50,000 under $75,000",3,2990,1680,830,360,1240,6290,414,0.099975851,0.314658295,0.214682544,0.314658408
3659,223119,24021775600,"$75,000 under $100,000",4,2130,820,1060,180,1200,5910,466,0.112533205,0.4271915,0.314658408,0.427191944
3660,223219,24021775600,"$100,000 under $200,000",5,3640,710,2700,170,2780,15820,1841,0.444578604,0.871770104,0.427191944,0.871770232
3661,223319,24021775600,"$200,000 or more",6,1030,110,890,30,910,4770,532,0.128471384,1.000241488,0.871770232,1
3662,1800,24023000100,Total,0,960,410,460,60,530,20800,3549,0,0,0,0
3663,1801,24023000100,"$1 under $25,000",1,360,260,60,30,90,6530,1068,0.300929839,0.300929839,0,0.300930082
3664,1802,24023000100,"$25,000 under $50,000",2,230,110,90,30,140,5020,860,0.242321781,0.54325162,0.300930082,0.54325181
3665,1803,24023000100,"$50,000 under $75,000",3,150,40,100,0,110,3560,674,0.189912651,0.733164272,0.54325181,0.733164399
3666,1804,24023000100,"$75,000 under $100,000",4,100,0,90,0,70,2540,451,0.12707805,0.860242322,0.733164399,0.86024246
3667,1805,24023000100,"$100,000 under $200,000",5,120,0,120,0,120,2690,490,0.138067061,0.998309383,0.86024246,0.998309384
3668,1806,24023000100,"$200,000 or more",6,0,0,0,0,0,460,5,0.001408848,0.99971823,0.998309384,1
3669,18001,24023000200,Total,0,960,410,460,60,530,43840,39379,0,0,0,0
3670,18011,24023000200,"$1 under $25,000",1,360,260,60,30,90,12540,11386,0.289138881,0.289138881,0,0.289139101
3671,18021,24023000200,"$25,000 under $50,000",2,230,110,90,30,140,9710,8655,0.219787196,0.508926077,0.289139101,0.508926223
3672,18031,24023000200,"$50,000 under $75,000",3,150,40,100,0,110,6540,5728,0.145458239,0.654384317,0.508926223,0.654384416
3673,18041,24023000200,"$75,000 under $100,000",4,100,0,90,0,70,4490,3933,0.099875568,0.754259885,0.654384416,0.754260046
3674,18051,24023000200,"$100,000 under $200,000",5,120,0,120,0,120,7130,6363,0.161583585,0.91584347,0.754260046,0.915843554
3675,18061,24023000200,"$200,000 or more",6,0,0,0,0,0,3430,3313,0.084131136,0.999974606,0.915843554,1
3676,18072,24023000300,Total,0,540,220,240,60,260,21860,2072,0,0,0,0
3677,18082,24023000300,"$1 under $25,000",1,210,130,50,20,60,6520,630,0.304054054,0.304054054,0,0.304054294
3678,18092,24023000300,"$25,000 under $50,000",2,140,60,50,40,70,5140,497,0.239864865,0.543918919,0.304054294,0.543919092
3679,18102,24023000300,"$50,000 under $75,000",3,90,30,50,0,40,3780,358,0.172779923,0.716698842,0.543919092,0.71669897
3680,18112,24023000300,"$75,000 under $100,000",4,60,0,50,0,60,2850,266,0.128378378,0.84507722,0.71669897,0.845077362
3681,18122,24023000300,"$100,000 under $200,000",5,40,0,40,0,30,3240,294,0.141891892,0.986969112,0.845077362,0.986969124
3682,18132,24023000300,"$200,000 or more",6,0,0,0,0,0,330,25,0.012065637,0.999034749,0.986969124,1
3683,1814,24023000400,Total,0,130,40,70,0,70,14950,2252,0,0,0,0
3684,1815,24023000400,"$1 under $25,000",1,50,40,30,0,30,4760,748,0.332149201,0.332149201,0,0.332149416
3685,1816,24023000400,"$25,000 under $50,000",2,30,0,0,0,0,3460,485,0.215364121,0.547513321,0.332149416,0.547513521
3686,1817,24023000400,"$50,000 under $75,000",3,30,0,40,0,20,2570,450,0.19982238,0.747335702,0.547513521,0.747335829
3687,1818,24023000400,"$75,000 under $100,000",4,20,0,0,0,20,1840,286,0.126998224,0.874333925,0.747335829,0.874334025
3688,1819,24023000400,"$100,000 under $200,000",5,0,0,0,0,0,1870,225,0.09991119,0.974245115,0.874334025,0.974245142
3689,1820,24023000400,"$200,000 or more",6,0,0,0,0,0,450,60,0.026642984,1.000888099,0.974245142,1
3690,18002,24023000500,Total,0,960,410,460,60,530,17470,5283,0,0,0,0
3691,18012,24023000500,"$1 under $25,000",1,360,260,60,30,90,5340,1556,0.294529623,0.294529623,0,0.294529853
3692,18022,24023000500,"$25,000 under $50,000",2,230,110,90,30,140,4080,1215,0.229982964,0.524512588,0.294529853,0.524512753
3693,18032,24023000500,"$50,000 under $75,000",3,150,40,100,0,110,2920,872,0.165057732,0.68957032,0.524512753,0.689570446
3694,18042,24023000500,"$75,000 under $100,000",4,100,0,90,0,70,2170,664,0.125686163,0.815256483,0.689570446,0.815256629
3695,18052,24023000500,"$100,000 under $200,000",5,120,0,120,0,120,2430,770,0.145750521,0.961007004,0.815256629,0.961007043
3696,18062,24023000500,"$200,000 or more",6,0,0,0,0,0,530,208,0.039371569,1.000378573,0.961007043,1
3697,1863,24023000600,Total,0,770,390,290,60,320,13400,4939,0,0,0,0
3698,1864,24023000600,"$1 under $25,000",1,310,240,30,30,70,4320,1602,0.324357157,0.324357157,0,0.324357393
3699,1865,24023000600,"$25,000 under $50,000",2,160,80,60,30,70,3140,1162,0.235270298,0.559627455,0.324357393,0.559627619
3700,1866,24023000600,"$50,000 under $75,000",3,110,40,50,0,50,2180,812,0.16440575,0.724033205,0.559627619,0.724033327
3701,1867,24023000600,"$75,000 under $100,000",4,70,30,50,0,50,1650,604,0.122291962,0.846325167,0.724033327,0.846325291
3702,1868,24023000600,"$100,000 under $200,000",5,80,0,70,0,60,1690,614,0.124316663,0.97064183,0.846325291,0.97064186
3703,1869,24023000600,"$200,000 or more",6,40,0,30,0,20,420,145,0.02935817,1,0.97064186,1
3704,1877,24023000700,Total,0,6290,2800,2720,620,3190,12050,3963,0,0,0,0
3705,1878,24023000700,"$1 under $25,000",1,2620,1770,460,350,880,3920,1289,0.325258642,0.325258642,0,0.325258878
3706,1879,24023000700,"$25,000 under $50,000",2,1500,660,580,190,830,2840,934,0.23568004,0.560938683,0.325258878,0.560938848
3707,1880,24023000700,"$50,000 under $75,000",3,900,240,580,60,530,1990,654,0.165026495,0.725965178,0.560938848,0.7259653
3708,1881,24023000700,"$75,000 under $100,000",4,580,70,490,20,400,1470,483,0.121877366,0.847842544,0.7259653,0.847842667
3709,1882,24023000700,"$100,000 under $200,000",5,550,60,490,0,450,1490,490,0.123643704,0.971486248,0.847842667,0.971486276
3710,1883,24023000700,"$200,000 or more",6,140,0,120,0,100,340,112,0.028261418,0.999747666,0.971486276,1
3711,1030,24025301102,Total,0,12010,5810,3720,2130,7200,82050,3783,0,0,0,0
3712,1031,24025301102,"$1 under $25,000",1,4300,2950,390,900,2060,16690,636,0.168120539,0.168120539,0,0.168120669
3713,1032,24025301102,"$25,000 under $50,000",2,2950,1550,540,730,1850,13600,492,0.130055511,0.298176051,0.168120669,0.298176169
3714,1033,24025301102,"$50,000 under $75,000",3,1730,710,640,290,1090,11250,449,0.118688871,0.416864922,0.298176169,0.416865044
3715,1034,24025301102,"$75,000 under $100,000",4,1150,350,630,120,800,10680,462,0.122125297,0.538990219,0.416865044,0.538990555
3716,1035,24025301102,"$100,000 under $200,000",5,1660,250,1320,90,1250,23990,1268,0.335183717,0.874173936,0.538990555,0.874174062
3717,1036,24025301102,"$200,000 or more",6,220,0,200,0,150,5840,477,0.126090404,1.00026434,0.874174062,1
3718,1044,24025301105,Total,0,15110,7040,5970,1690,8840,29510,4735,0,0,0,0
3719,1045,24025301105,"$1 under $25,000",1,3870,3070,320,420,1030,5160,828,0.174868004,0.174868004,0,0.174868163
3720,1046,24025301105,"$25,000 under $50,000",2,2960,1800,510,530,1340,4690,753,0.159028511,0.333896515,0.174868163,0.333896666
3721,1047,24025301105,"$50,000 under $75,000",3,2430,1200,750,380,1360,4440,712,0.150369588,0.484266103,0.333896666,0.484266258
3722,1048,24025301105,"$75,000 under $100,000",4,2020,580,1160,200,1450,4550,730,0.154171067,0.63843717,0.484266258,0.638437492
3723,1049,24025301105,"$100,000 under $200,000",5,3410,360,2850,160,3270,9490,1523,0.321647307,0.960084477,0.638437492,0.960084517
3724,1050,24025301105,"$200,000 or more",6,420,30,380,0,390,1180,189,0.039915523,1,0.960084517,1
3725,10441,24025301106,Total,0,15110,7040,5970,1690,8840,59470,4076,0,0,0,0
3726,10451,24025301106,"$1 under $25,000",1,3870,3070,320,420,1030,10000,660,0.161923454,0.161923454,0,0.161923579
3727,10461,24025301106,"$25,000 under $50,000",2,2960,1800,510,530,1340,8390,508,0.124631992,0.286555447,0.161923579,0.286555563
3728,10471,24025301106,"$50,000 under $75,000",3,2430,1200,750,380,1360,7880,473,0.116045142,0.402600589,0.286555563,0.40260071
3729,10481,24025301106,"$75,000 under $100,000",4,2020,580,1160,200,1450,8150,494,0.121197252,0.523797841,0.40260071,0.523798183
3730,10491,24025301106,"$100,000 under $200,000",5,3410,360,2850,160,3270,19760,1394,0.342001963,0.865799804,0.523798183,0.865799938
3731,10501,24025301106,"$200,000 or more",6,420,30,380,0,390,5290,546,0.133954858,0.999754661,0.865799938,1
3732,10442,24025301107,Total,0,15110,7040,5970,1690,8840,29510,3797,0,0,0,0
3733,10452,24025301107,"$1 under $25,000",1,3870,3070,320,420,1030,5160,664,0.174874901,0.174874901,0,0.17487506
3734,10462,24025301107,"$25,000 under $50,000",2,2960,1800,510,530,1340,4690,603,0.158809587,0.333684488,0.17487506,0.333684638
3735,10472,24025301107,"$50,000 under $75,000",3,2430,1200,750,380,1360,4440,571,0.15038188,0.484066368,0.333684638,0.484066522
3736,10482,24025301107,"$75,000 under $100,000",4,2020,580,1160,200,1450,4550,585,0.154069002,0.63813537,0.484066522,0.638135692
3737,10492,24025301107,"$100,000 under $200,000",5,3410,360,2850,160,3270,9490,1221,0.32156966,0.95970503,0.638135692,0.95970507
3738,10502,24025301107,"$200,000 or more",6,420,30,380,0,390,1180,152,0.040031604,0.999736634,0.95970507,1
3739,10443,24025301108,Total,0,15110,7040,5970,1690,8840,59470,2741,0,0,0,0
3740,10453,24025301108,"$1 under $25,000",1,3870,3070,320,420,1030,10000,478,0.174388909,0.174388909,0,0.174389067
3741,10463,24025301108,"$25,000 under $50,000",2,2960,1800,510,530,1340,8390,433,0.157971543,0.332360452,0.174389067,0.332360602
3742,10473,24025301108,"$50,000 under $75,000",3,2430,1200,750,380,1360,7880,410,0.149580445,0.481940897,0.332360602,0.481941051
3743,10483,24025301108,"$75,000 under $100,000",4,2020,580,1160,200,1450,8150,421,0.153593579,0.635534476,0.481941051,0.635534799
3744,10493,24025301108,"$100,000 under $200,000",5,3410,360,2850,160,3270,19760,883,0.322145202,0.957679679,0.635534799,0.957679721
3745,10503,24025301108,"$200,000 or more",6,420,30,380,0,390,5290,116,0.042320321,1,0.957679721,1
3746,12961,24025301201,Total,0,8690,4070,3360,1030,4430,22020,1855,0,0,0,0
3747,12971,24025301201,"$1 under $25,000",1,2410,1800,270,280,630,4130,369,0.198921833,0.198921833,0,0.198922026
3748,12981,24025301201,"$25,000 under $50,000",2,1970,1150,400,360,860,3880,359,0.193530997,0.39245283,0.198922026,0.392452996
3749,12991,24025301201,"$50,000 under $75,000",3,1480,640,540,230,760,3360,308,0.166037736,0.558490566,0.392452996,0.558490702
3750,13001,24025301201,"$75,000 under $100,000",4,1020,290,610,100,610,2950,253,0.13638814,0.694878706,0.558490702,0.694878969
3751,13011,24025301201,"$100,000 under $200,000",5,1580,190,1320,60,1350,6250,487,0.262533693,0.957412399,0.694878969,0.957412442
3752,13021,24025301201,"$200,000 or more",6,230,0,220,0,220,1450,79,0.042587601,1,0.957412442,1
3753,10444,24025301202,Total,0,15110,7040,5970,1690,8840,59470,7252,0,0,0,0
3754,10454,24025301202,"$1 under $25,000",1,3870,3070,320,420,1030,10000,1221,0.168367347,0.168367347,0,0.168367489
3755,10464,24025301202,"$25,000 under $50,000",2,2960,1800,510,530,1340,8390,1028,0.141753999,0.310121346,0.168367489,0.310121479
3756,10474,24025301202,"$50,000 under $75,000",3,2430,1200,750,380,1360,7880,965,0.13306674,0.443188086,0.310121479,0.443188224
3757,10484,24025301202,"$75,000 under $100,000",4,2020,580,1160,200,1450,8150,998,0.137617209,0.580805295,0.443188224,0.580805627
