"","SUMLEV","STATE","COUNTY","TRACT","PUMA","CenTrN","GEOID10","AFFGEOID10","CLASS","HUPACLEVEL","HUPAC","DIS","CDF","Range0","Range1"
"4420",140,24,33,800214,1102,884,"24033800214","1400000US24033800214",4,"NoChild",716,0.644464446444645,1,0.355536198019802,1
"4421",140,24,33,800215,1102,885,"24033800215","1400000US24033800215",0,"Total",1034,0,0,0,0
"4422",140,24,33,800215,1102,885,"24033800215","1400000US24033800215",1,"Under6",118,0.114119922630561,0.114119922630561,0,0.114120099613153
"4423",140,24,33,800215,1102,885,"24033800215","1400000US24033800215",2,"X6to17",183,0.176982591876209,0.29110251450677,0.114120099613153,0.291102596711799
"4424",140,24,33,800215,1102,885,"24033800215","1400000US24033800215",3,"Und6and6to17",85,0.0822050290135397,0.373307543520309,0.291102596711799,0.373308170212766
"4425",140,24,33,800215,1102,885,"24033800215","1400000US24033800215",4,"NoChild",648,0.626692456479691,1,0.373308170212766,1
"4426",140,24,33,800401,1105,886,"24033800401","1400000US24033800401",0,"Total",904,0,0,0,0
"4427",140,24,33,800401,1105,886,"24033800401","1400000US24033800401",1,"Under6",57,0.0630530973451327,0.0630530973451326,0,0.0630533152654866
"4428",140,24,33,800401,1105,886,"24033800401","1400000US24033800401",2,"X6to17",197,0.217920353982301,0.280973451327434,0.0630533152654866,0.280973506637168
"4429",140,24,33,800401,1105,886,"24033800401","1400000US24033800401",3,"Und6and6to17",50,0.0553097345132743,0.336283185840708,0.280973506637168,0.336283849557522
"4430",140,24,33,800401,1105,886,"24033800401","1400000US24033800401",4,"NoChild",600,0.663716814159292,1,0.336283849557522,1
"4431",140,24,33,800402,1105,887,"24033800402","1400000US24033800402",0,"Total",1853,0,0,0,0
"4432",140,24,33,800402,1105,887,"24033800402","1400000US24033800402",1,"Under6",121,0.0652995143011333,0.0652995143011332,0,0.0652996778197517
"4433",140,24,33,800402,1105,887,"24033800402","1400000US24033800402",2,"X6to17",303,0.163518618456557,0.22881813275769,0.0652996778197517,0.228818198057204
"4434",140,24,33,800402,1105,887,"24033800402","1400000US24033800402",3,"Und6and6to17",121,0.0652995143011333,0.294117647058824,0.228818198057204,0.294118352941177
"4435",140,24,33,800402,1105,887,"24033800402","1400000US24033800402",4,"NoChild",1308,0.705882352941177,1,0.294118352941177,1
"4436",140,24,33,800403,1105,888,"24033800403","1400000US24033800403",0,"Total",1320,0,0,0,0
"4437",140,24,33,800403,1105,888,"24033800403","1400000US24033800403",1,"Under6",98,0.0742424242424242,0.0742424242424242,0,0.0742426431818182
"4438",140,24,33,800403,1105,888,"24033800403","1400000US24033800403",2,"X6to17",289,0.218939393939394,0.293181818181818,0.0742426431818182,0.293181893181818
"4439",140,24,33,800403,1105,888,"24033800403","1400000US24033800403",3,"Und6and6to17",99,0.075,0.368181818181818,0.293181893181818,0.36818245
"4440",140,24,33,800403,1105,888,"24033800403","1400000US24033800403",4,"NoChild",834,0.631818181818182,1,0.36818245,1
"4441",140,24,33,800408,1105,889,"24033800408","1400000US24033800408",0,"Total",2064,0,0,0,0
"4442",140,24,33,800408,1105,889,"24033800408","1400000US24033800408",1,"Under6",175,0.0847868217054264,0.0847868217054264,0,0.084787078003876
"4443",140,24,33,800408,1105,889,"24033800408","1400000US24033800408",2,"X6to17",529,0.256298449612403,0.341085271317829,0.084787078003876,0.34108538129845
"4444",140,24,33,800408,1105,889,"24033800408","1400000US24033800408",3,"Und6and6to17",227,0.109980620155039,0.451065891472868,0.34108538129845,0.451066440406977
"4445",140,24,33,800408,1105,889,"24033800408","1400000US24033800408",4,"NoChild",1133,0.548934108527132,1,0.451066440406977,1
"4446",140,24,33,800409,1105,890,"24033800409","1400000US24033800409",0,"Total",2178,0,0,0,0
"4447",140,24,33,800409,1105,890,"24033800409","1400000US24033800409",1,"Under6",141,0.0647382920110193,0.0647382920110193,0,0.0647385270890726
"4448",140,24,33,800409,1105,890,"24033800409","1400000US24033800409",2,"X6to17",512,0.235078053259871,0.299816345270891,0.0647385270890726,0.299816420110193
"4449",140,24,33,800409,1105,890,"24033800409","1400000US24033800409",3,"Und6and6to17",163,0.0748393021120294,0.37465564738292,0.299816420110193,0.374656272727273
"4450",140,24,33,800409,1105,890,"24033800409","1400000US24033800409",4,"NoChild",1362,0.62534435261708,1,0.374656272727273,1
"4451",140,24,33,800410,1102,891,"24033800410","1400000US24033800410",0,"Total",1706,0,0,0,0
"4452",140,24,33,800410,1102,891,"24033800410","1400000US24033800410",1,"Under6",127,0.0744431418522861,0.074443141852286,0,0.074443415592028
"4453",140,24,33,800410,1102,891,"24033800410","1400000US24033800410",2,"X6to17",467,0.273739742086753,0.348182883939039,0.074443415592028,0.348182977725674
"4454",140,24,33,800410,1102,891,"24033800410","1400000US24033800410",3,"Und6and6to17",160,0.0937866354044549,0.441969519343494,0.348182977725674,0.441970077373974
"4455",140,24,33,800410,1102,891,"24033800410","1400000US24033800410",4,"NoChild",952,0.558030480656506,1,0.441970077373974,1
"4456",140,24,33,800411,1102,892,"24033800411","1400000US24033800411",0,"Total",1390,0,0,0,0
"4457",140,24,33,800411,1102,892,"24033800411","1400000US24033800411",1,"Under6",109,0.0784172661870504,0.0784172661870504,0,0.0784175330935252
"4458",140,24,33,800411,1102,892,"24033800411","1400000US24033800411",2,"X6to17",371,0.266906474820144,0.345323741007194,0.0784175330935252,0.345323818705036
"4459",140,24,33,800411,1102,892,"24033800411","1400000US24033800411",3,"Und6and6to17",108,0.0776978417266187,0.423021582733813,0.345323818705036,0.42302215971223
"4460",140,24,33,800411,1102,892,"24033800411","1400000US24033800411",4,"NoChild",802,0.576978417266187,1,0.42302215971223,1
"4461",140,24,33,800412,1102,893,"24033800412","1400000US24033800412",0,"Total",1109,0,0,0,0
"4462",140,24,33,800412,1102,893,"24033800412","1400000US24033800412",1,"Under6",86,0.0775473399458972,0.0775473399458972,0,0.0775475202885483
"4463",140,24,33,800412,1102,893,"24033800412","1400000US24033800412",2,"X6to17",200,0.18034265103697,0.257889990982867,0.0775475202885483,0.257890071235347
"4464",140,24,33,800412,1102,893,"24033800412","1400000US24033800412",3,"Und6and6to17",89,0.0802524797114518,0.338142470694319,0.257890071235347,0.338143132551849
"4465",140,24,33,800412,1102,893,"24033800412","1400000US24033800412",4,"NoChild",734,0.661857529305681,1,0.338143132551849,1
"4466",140,24,33,800413,1102,894,"24033800413","1400000US24033800413",0,"Total",1314,0,0,0,0
"4467",140,24,33,800413,1102,894,"24033800413","1400000US24033800413",1,"Under6",165,0.125570776255708,0.125570776255708,0,0.125570987062405
"4468",140,24,33,800413,1102,894,"24033800413","1400000US24033800413",2,"X6to17",277,0.210806697108067,0.336377473363775,0.125570987062405,0.336377578386606
"4469",140,24,33,800413,1102,894,"24033800413","1400000US24033800413",3,"Und6and6to17",138,0.105022831050228,0.441400304414003,0.336377578386606,0.441400863013699
"4470",140,24,33,800413,1102,894,"24033800413","1400000US24033800413",4,"NoChild",734,0.558599695585997,1,0.441400863013699,1
"4471",140,24,33,800504,1105,895,"24033800504","1400000US24033800504",0,"Total",1703,0,0,0,0
"4472",140,24,33,800504,1105,895,"24033800504","1400000US24033800504",1,"Under6",92,0.0540223135642983,0.0540223135642983,0,0.0540224997064005
"4473",140,24,33,800504,1105,895,"24033800504","1400000US24033800504",2,"X6to17",317,0.186142102172637,0.240164415736935,0.0540224997064005,0.24016448737522
"4474",140,24,33,800504,1105,895,"24033800504","1400000US24033800504",3,"Und6and6to17",122,0.0716382853787434,0.311802701115678,0.24016448737522,0.311803389312977
"4475",140,24,33,800504,1105,895,"24033800504","1400000US24033800504",4,"NoChild",1172,0.688197298884322,1,0.311803389312977,1
"4476",140,24,33,800505,1105,896,"24033800505","1400000US24033800505",0,"Total",988,0,0,0,0
"4477",140,24,33,800505,1105,896,"24033800505","1400000US24033800505",1,"Under6",78,0.0789473684210526,0.0789473684210527,0,0.0789475718623482
"4478",140,24,33,800505,1105,896,"24033800505","1400000US24033800505",2,"X6to17",201,0.203441295546559,0.282388663967611,0.0789475718623482,0.282388721659919
"4479",140,24,33,800505,1105,896,"24033800505","1400000US24033800505",3,"Und6and6to17",57,0.0576923076923077,0.340080971659919,0.282388721659919,0.340081631578947
"4480",140,24,33,800505,1105,896,"24033800505","1400000US24033800505",4,"NoChild",652,0.659919028340081,1,0.340081631578947,1
"4481",140,24,33,800507,1105,897,"24033800507","1400000US24033800507",0,"Total",1064,0,0,0,0
"4482",140,24,33,800507,1105,897,"24033800507","1400000US24033800507",1,"Under6",77,0.0723684210526316,0.0723684210526316,0,0.0723686663533835
"4483",140,24,33,800507,1105,897,"24033800507","1400000US24033800507",2,"X6to17",261,0.245300751879699,0.317669172932331,0.0723686663533835,0.317669240601504
"4484",140,24,33,800507,1105,897,"24033800507","1400000US24033800507",3,"Und6and6to17",72,0.0676691729323308,0.385338345864662,0.317669240601504,0.385338960526316
"4485",140,24,33,800507,1105,897,"24033800507","1400000US24033800507",4,"NoChild",654,0.614661654135338,1,0.385338960526316,1
"4486",140,24,33,800509,1105,898,"24033800509","1400000US24033800509",0,"Total",3528,0,0,0,0
"4487",140,24,33,800509,1105,898,"24033800509","1400000US24033800509",1,"Under6",221,0.0626417233560091,0.062641723356009,0,0.0626419308390022
"4488",140,24,33,800509,1105,898,"24033800509","1400000US24033800509",2,"X6to17",732,0.207482993197279,0.270124716553288,0.0626419308390022,0.270124778061225
"4489",140,24,33,800509,1105,898,"24033800509","1400000US24033800509",3,"Und6and6to17",217,0.0615079365079365,0.331632653061225,0.270124778061225,0.331633321428571
"4490",140,24,33,800509,1105,898,"24033800509","1400000US24033800509",4,"NoChild",2358,0.668367346938776,1,0.331633321428571,1
"4491",140,24,33,800511,1105,899,"24033800511","1400000US24033800511",0,"Total",1907,0,0,0,0
"4492",140,24,33,800511,1105,899,"24033800511","1400000US24033800511",1,"Under6",161,0.0844257996853697,0.0844257996853697,0,0.0844260041950708
"4493",140,24,33,800511,1105,899,"24033800511","1400000US24033800511",2,"X6to17",390,0.204509701101206,0.288935500786576,0.0844260041950708,0.288935579968537
"4494",140,24,33,800511,1105,899,"24033800511","1400000US24033800511",3,"Und6and6to17",151,0.0791819611955952,0.368117461982171,0.288935579968537,0.368118093864709
"4495",140,24,33,800511,1105,899,"24033800511","1400000US24033800511",4,"NoChild",1205,0.631882538017829,1,0.368118093864709,1
"4496",140,24,33,800513,1105,900,"24033800513","1400000US24033800513",0,"Total",1811,0,0,0,0
"4497",140,24,33,800513,1105,900,"24033800513","1400000US24033800513",1,"Under6",132,0.0728879072335726,0.0728879072335726,0,0.0728881446714523
"4498",140,24,33,800513,1105,900,"24033800513","1400000US24033800513",2,"X6to17",430,0.237437879624517,0.31032578685809,0.0728881446714523,0.31032587631143
"4499",140,24,33,800513,1105,900,"24033800513","1400000US24033800513",3,"Und6and6to17",162,0.0894533406957482,0.399779127553838,0.31032587631143,0.39977972777471
"4500",140,24,33,800513,1105,900,"24033800513","1400000US24033800513",4,"NoChild",1087,0.600220872446162,1,0.39977972777471,1
"4501",140,24,33,800514,1105,901,"24033800514","1400000US24033800514",0,"Total",1447,0,0,0,0
"4502",140,24,33,800514,1105,901,"24033800514","1400000US24033800514",1,"Under6",160,0.110573600552868,0.110573600552868,0,0.110573871458189
"4503",140,24,33,800514,1105,901,"24033800514","1400000US24033800514",2,"X6to17",392,0.270905321354527,0.381478921907395,0.110573871458189,0.38147904422944
"4504",140,24,33,800514,1105,901,"24033800514","1400000US24033800514",3,"Und6and6to17",177,0.12232204561161,0.503800967519005,0.38147904422944,0.503801463718037
"4505",140,24,33,800514,1105,901,"24033800514","1400000US24033800514",4,"NoChild",718,0.496199032480995,1,0.503801463718037,1
"4506",140,24,33,800515,1105,902,"24033800515","1400000US24033800515",0,"Total",1503,0,0,0,0
"4507",140,24,33,800515,1105,902,"24033800515","1400000US24033800515",1,"Under6",146,0.0971390552228876,0.0971390552228875,0,0.0971392455089819
"4508",140,24,33,800515,1105,902,"24033800515","1400000US24033800515",2,"X6to17",286,0.190286094477711,0.287425149700599,0.0971392455089819,0.287425223552894
"4509",140,24,33,800515,1105,902,"24033800515","1400000US24033800515",3,"Und6and6to17",111,0.0738522954091816,0.36127744510978,0.287425223552894,0.361278083832335
"4510",140,24,33,800515,1105,902,"24033800515","1400000US24033800515",4,"NoChild",960,0.63872255489022,1,0.361278083832335,1
"4511",140,24,33,800516,1105,903,"24033800516","1400000US24033800516",0,"Total",1597,0,0,0,0
"4512",140,24,33,800516,1105,903,"24033800516","1400000US24033800516",1,"Under6",116,0.0726361928616155,0.0726361928616155,0,0.0726363631809643
"4513",140,24,33,800516,1105,903,"24033800516","1400000US24033800516",2,"X6to17",272,0.170319348778961,0.242955541640576,0.0726363631809643,0.242955596743895
"4514",140,24,33,800516,1105,903,"24033800516","1400000US24033800516",3,"Und6and6to17",88,0.0551033187226049,0.298058860363181,0.242955596743895,0.298059562304321
"4515",140,24,33,800516,1105,903,"24033800516","1400000US24033800516",4,"NoChild",1121,0.701941139636819,1,0.298059562304321,1
"4516",140,24,33,800517,1105,904,"24033800517","1400000US24033800517",0,"Total",1679,0,0,0,0
"4517",140,24,33,800517,1105,904,"24033800517","1400000US24033800517",1,"Under6",108,0.0643240023823705,0.0643240023823703,0,0.0643243031566407
"4518",140,24,33,800517,1105,904,"24033800517","1400000US24033800517",2,"X6to17",505,0.300774270399047,0.365098272781418,0.0643243031566407,0.365098363311495
"4519",140,24,33,800517,1105,904,"24033800517","1400000US24033800517",3,"Und6and6to17",152,0.0905300774270399,0.455628350208457,0.365098363311495,0.455628894580107
"4520",140,24,33,800517,1105,904,"24033800517","1400000US24033800517",4,"NoChild",914,0.544371649791543,1,0.455628894580107,1
"4521",140,24,33,800518,1105,905,"24033800518","1400000US24033800518",0,"Total",1042,0,0,0,0
"4522",140,24,33,800518,1105,905,"24033800518","1400000US24033800518",1,"Under6",69,0.0662188099808061,0.0662188099808061,0,0.0662191026871401
"4523",140,24,33,800518,1105,905,"24033800518","1400000US24033800518",2,"X6to17",305,0.292706333973129,0.358925143953935,0.0662191026871401,0.358925224568138
"4524",140,24,33,800518,1105,905,"24033800518","1400000US24033800518",3,"Und6and6to17",84,0.0806142034548944,0.439539347408829,0.358925224568138,0.439539907869482
"4525",140,24,33,800518,1105,905,"24033800518","1400000US24033800518",4,"NoChild",584,0.560460652591171,1,0.439539907869482,1
"4526",140,24,33,800519,1105,906,"24033800519","1400000US24033800519",0,"Total",1358,0,0,0,0
"4527",140,24,33,800519,1105,906,"24033800519","1400000US24033800519",1,"Under6",100,0.0736377025036819,0.0736377025036818,0,0.073638
"4528",140,24,33,800519,1105,906,"24033800519","1400000US24033800519",2,"X6to17",404,0.297496318114875,0.371134020618557,0.073638,0.371134112665685
"4529",140,24,33,800519,1105,906,"24033800519","1400000US24033800519",3,"Und6and6to17",125,0.0920471281296024,0.463181148748159,0.371134112665685,0.46318168556701
"4530",140,24,33,800519,1105,906,"24033800519","1400000US24033800519",4,"NoChild",729,0.536818851251841,1,0.46318168556701,1
"4531",140,24,33,800520,1105,907,"24033800520","1400000US24033800520",0,"Total",931,0,0,0,0
"4532",140,24,33,800520,1105,907,"24033800520","1400000US24033800520",1,"Under6",96,0.103114930182599,0.103114930182599,0,0.103115068743287
"4533",140,24,33,800520,1105,907,"24033800520","1400000US24033800520",2,"X6to17",129,0.138560687432868,0.241675617615467,0.103115068743287,0.241675677765843
"4534",140,24,33,800520,1105,907,"24033800520","1400000US24033800520",3,"Und6and6to17",56,0.0601503759398496,0.301825993555317,0.241675677765843,0.301826691729323
"4535",140,24,33,800520,1105,907,"24033800520","1400000US24033800520",4,"NoChild",650,0.698174006444683,1,0.301826691729323,1
"4536",140,24,33,800601,1105,908,"24033800601","1400000US24033800601",0,"Total",653,0,0,0,0
"4537",140,24,33,800601,1105,908,"24033800601","1400000US24033800601",1,"Under6",37,0.0566615620214395,0.0566615620214395,0,0.0566617810107197
"4538",140,24,33,800601,1105,908,"24033800601","1400000US24033800601",2,"X6to17",143,0.218989280245023,0.275650842266463,0.0566617810107197,0.275650929555896
"4539",140,24,33,800601,1105,908,"24033800601","1400000US24033800601",3,"Und6and6to17",57,0.0872894333843798,0.362940275650842,0.275650929555896,0.362940912710567
"4540",140,24,33,800601,1105,908,"24033800601","1400000US24033800601",4,"NoChild",416,0.637059724349158,1,0.362940912710567,1
"4541",140,24,33,800604,1105,909,"24033800604","1400000US24033800604",0,"Total",572,0,0,0,0
"4542",140,24,33,800604,1105,909,"24033800604","1400000US24033800604",1,"Under6",43,0.0751748251748252,0.0751748251748252,0,0.0751751048951049
"4543",140,24,33,800604,1105,909,"24033800604","1400000US24033800604",2,"X6to17",160,0.27972027972028,0.354895104895105,0.0751751048951049,0.354895197552448
"4544",140,24,33,800604,1105,909,"24033800604","1400000US24033800604",3,"Und6and6to17",53,0.0926573426573427,0.447552447552447,0.354895197552448,0.447553
"4545",140,24,33,800604,1105,909,"24033800604","1400000US24033800604",4,"NoChild",316,0.552447552447552,1,0.447553,1
"4546",140,24,33,800605,1105,910,"24033800605","1400000US24033800605",0,"Total",1431,0,0,0,0
"4547",140,24,33,800605,1105,910,"24033800605","1400000US24033800605",1,"Under6",114,0.079664570230608,0.079664570230608,0,0.079664853948288
"4548",140,24,33,800605,1105,910,"24033800605","1400000US24033800605",2,"X6to17",406,0.283717679944095,0.363382250174703,0.079664853948288,0.363382320754717
"4549",140,24,33,800605,1105,910,"24033800605","1400000US24033800605",3,"Und6and6to17",101,0.0705800139762404,0.433962264150943,0.363382320754717,0.433962830188679
"4550",140,24,33,800605,1105,910,"24033800605","1400000US24033800605",4,"NoChild",810,0.566037735849057,1,0.433962830188679,1
"4551",140,24,33,800606,1105,911,"24033800606","1400000US24033800606",0,"Total",2405,0,0,0,0
"4552",140,24,33,800606,1105,911,"24033800606","1400000US24033800606",1,"Under6",213,0.0885654885654886,0.0885654885654885,0,0.0885656636174636
"4553",140,24,33,800606,1105,911,"24033800606","1400000US24033800606",2,"X6to17",421,0.175051975051975,0.263617463617464,0.0885656636174636,0.263617505197505
"4554",140,24,33,800606,1105,911,"24033800606","1400000US24033800606",3,"Und6and6to17",100,0.0415800415800416,0.305197505197505,0.263617505197505,0.3051982
"4555",140,24,33,800606,1105,911,"24033800606","1400000US24033800606",4,"NoChild",1671,0.694802494802495,1,0.3051982,1
"4556",140,24,33,800607,1105,912,"24033800607","1400000US24033800607",0,"Total",1946,0,0,0,0
"4557",140,24,33,800607,1105,912,"24033800607","1400000US24033800607",1,"Under6",145,0.0745118191161357,0.0745118191161356,0,0.074512081192189
"4558",140,24,33,800607,1105,912,"24033800607","1400000US24033800607",2,"X6to17",510,0.26207605344296,0.336587872559096,0.074512081192189,0.336587965056526
"4559",140,24,33,800607,1105,912,"24033800607","1400000US24033800607",3,"Und6and6to17",180,0.092497430626927,0.429085303186023,0.336587965056526,0.429085874100719
"4560",140,24,33,800607,1105,912,"24033800607","1400000US24033800607",4,"NoChild",1111,0.570914696813977,1,0.429085874100719,1
"4561",140,24,33,800608,1105,913,"24033800608","1400000US24033800608",0,"Total",1184,0,0,0,0
"4562",140,24,33,800608,1105,913,"24033800608","1400000US24033800608",1,"Under6",135,0.11402027027027,0.11402027027027,0,0.114020550675676
"4563",140,24,33,800608,1105,913,"24033800608","1400000US24033800608",2,"X6to17",332,0.280405405405405,0.394425675675676,0.114020550675676,0.394425771959459
"4564",140,24,33,800608,1105,913,"24033800608","1400000US24033800608",3,"Und6and6to17",114,0.0962837837837838,0.490709459459459,0.394425771959459,0.49070996875
"4565",140,24,33,800608,1105,913,"24033800608","1400000US24033800608",4,"NoChild",603,0.509290540540541,1,0.49070996875,1
"4566",140,24,33,800701,1105,914,"24033800701","1400000US24033800701",0,"Total",1806,0,0,0,0
"4567",140,24,33,800701,1105,914,"24033800701","1400000US24033800701",1,"Under6",170,0.0941306755260244,0.0941306755260243,0,0.0941309324473975
"4568",140,24,33,800701,1105,914,"24033800701","1400000US24033800701",2,"X6to17",464,0.256921373200443,0.351052048726467,0.0941309324473975,0.351052131229236
"4569",140,24,33,800701,1105,914,"24033800701","1400000US24033800701",3,"Und6and6to17",149,0.0825027685492802,0.433554817275748,0.351052131229236,0.43355538372093
"4570",140,24,33,800701,1105,914,"24033800701","1400000US24033800701",4,"NoChild",1023,0.566445182724252,1,0.43355538372093,1
"4571",140,24,33,800704,1106,915,"24033800704","1400000US24033800704",0,"Total",1874,0,0,0,0
"4572",140,24,33,800704,1106,915,"24033800704","1400000US24033800704",1,"Under6",168,0.0896478121664888,0.0896478121664888,0,0.0896480346851654
"4573",140,24,33,800704,1106,915,"24033800704","1400000US24033800704",2,"X6to17",417,0.222518676627535,0.312166488794023,0.0896480346851654,0.312166580576307
"4574",140,24,33,800704,1106,915,"24033800704","1400000US24033800704",3,"Und6and6to17",172,0.0917822838847385,0.403948772678762,0.312166580576307,0.403949368729989
"4575",140,24,33,800704,1106,915,"24033800704","1400000US24033800704",4,"NoChild",1117,0.596051227321238,1,0.403949368729989,1
"4576",140,24,33,800705,1106,916,"24033800705","1400000US24033800705",0,"Total",1420,0,0,0,0
"4577",140,24,33,800705,1106,916,"24033800705","1400000US24033800705",1,"Under6",108,0.076056338028169,0.0760563380281689,0,0.0760566436619717
"4578",140,24,33,800705,1106,916,"24033800705","1400000US24033800705",2,"X6to17",434,0.305633802816901,0.38169014084507,0.0760566436619717,0.381690217605634
"4579",140,24,33,800705,1106,916,"24033800705","1400000US24033800705",3,"Und6and6to17",109,0.0767605633802817,0.458450704225352,0.381690217605634,0.458451245774648
"4580",140,24,33,800705,1106,916,"24033800705","1400000US24033800705",4,"NoChild",769,0.541549295774648,1,0.458451245774648,1
"4581",140,24,33,800706,1106,917,"24033800706","1400000US24033800706",0,"Total",1171,0,0,0,0
"4582",140,24,33,800706,1106,917,"24033800706","1400000US24033800706",1,"Under6",80,0.0683176771989752,0.0683176771989753,0,0.0683179607173357
"4583",140,24,33,800706,1106,917,"24033800706","1400000US24033800706",2,"X6to17",332,0.283518360375747,0.351836037574722,0.0683179607173357,0.351836111016225
"4584",140,24,33,800706,1106,917,"24033800706","1400000US24033800706",3,"Und6and6to17",86,0.0734415029888984,0.425277540563621,0.351836111016225,0.42527811528608
"4585",140,24,33,800706,1106,917,"24033800706","1400000US24033800706",4,"NoChild",673,0.574722459436379,1,0.42527811528608,1
"4586",140,24,33,800707,1106,918,"24033800707","1400000US24033800707",0,"Total",1125,0,0,0,0
"4587",140,24,33,800707,1106,918,"24033800707","1400000US24033800707",1,"Under6",59,0.0524444444444444,0.0524444444444445,0,0.0524446133333334
"4588",140,24,33,800707,1106,918,"24033800707","1400000US24033800707",2,"X6to17",190,0.168888888888889,0.221333333333333,0.0524446133333334,0.221333392888889
"4589",140,24,33,800707,1106,918,"24033800707","1400000US24033800707",3,"Und6and6to17",67,0.0595555555555556,0.280888888888889,0.221333392888889,0.280889608
"4590",140,24,33,800707,1106,918,"24033800707","1400000US24033800707",4,"NoChild",809,0.719111111111111,1,0.280889608,1
"4591",140,24,33,800800,1106,919,"24033800800","1400000US24033800800",0,"Total",1264,0,0,0,0
"4592",140,24,33,800800,1106,919,"24033800800","1400000US24033800800",1,"Under6",68,0.0537974683544304,0.0537974683544304,0,0.0537976574367089
"4593",140,24,33,800800,1106,919,"24033800800","1400000US24033800800",2,"X6to17",239,0.189082278481013,0.242879746835443,0.0537976574367089,0.242879799050633
"4594",140,24,33,800800,1106,919,"24033800800","1400000US24033800800",3,"Und6and6to17",66,0.0522151898734177,0.295094936708861,0.242879799050633,0.295095641613924
"4595",140,24,33,800800,1106,919,"24033800800","1400000US24033800800",4,"NoChild",891,0.704905063291139,1,0.295095641613924,1
"4596",140,24,33,800900,1106,920,"24033800900","1400000US24033800900",0,"Total",620,0,0,0,0
"4597",140,24,33,800900,1106,920,"24033800900","1400000US24033800900",1,"Under6",45,0.0725806451612903,0.0725806451612903,0,0.0725808387096774
"4598",140,24,33,800900,1106,920,"24033800900","1400000US24033800900",2,"X6to17",120,0.193548387096774,0.266129032258065,0.0725808387096774,0.266129087096774
"4599",140,24,33,800900,1106,920,"24033800900","1400000US24033800900",3,"Und6and6to17",34,0.0548387096774194,0.320967741935484,0.266129087096774,0.320968420967742
"4600",140,24,33,800900,1106,920,"24033800900","1400000US24033800900",4,"NoChild",421,0.679032258064516,1,0.320968420967742,1
"4601",140,24,33,801003,1106,921,"24033801003","1400000US24033801003",0,"Total",1356,0,0,0,0
"4602",140,24,33,801003,1106,921,"24033801003","1400000US24033801003",1,"Under6",110,0.0811209439528024,0.0811209439528024,0,0.0811211637168142
"4603",140,24,33,801003,1106,921,"24033801003","1400000US24033801003",2,"X6to17",298,0.21976401179941,0.300884955752212,0.0811211637168142,0.300885042035398
"4604",140,24,33,801003,1106,921,"24033801003","1400000US24033801003",3,"Und6and6to17",117,0.086283185840708,0.38716814159292,0.300885042035398,0.387168754424779
"4605",140,24,33,801003,1106,921,"24033801003","1400000US24033801003",4,"NoChild",831,0.61283185840708,1,0.387168754424779,1
"4606",140,24,33,801004,1106,922,"24033801004","1400000US24033801004",0,"Total",1361,0,0,0,0
"4607",140,24,33,801004,1106,922,"24033801004","1400000US24033801004",1,"Under6",118,0.0867009551800147,0.0867009551800146,0,0.0867012086700955
"4608",140,24,33,801004,1106,922,"24033801004","1400000US24033801004",2,"X6to17",345,0.253490080822924,0.340191036002939,0.0867012086700955,0.340191124173402
"4609",140,24,33,801004,1106,922,"24033801004","1400000US24033801004",3,"Und6and6to17",120,0.0881704628949302,0.428361498897869,0.340191124173402,0.42836207053637
"4610",140,24,33,801004,1106,922,"24033801004","1400000US24033801004",4,"NoChild",778,0.571638501102131,1,0.42836207053637,1
"4611",140,24,33,801005,1106,923,"24033801005","1400000US24033801005",0,"Total",1198,0,0,0,0
"4612",140,24,33,801005,1106,923,"24033801005","1400000US24033801005",1,"Under6",90,0.0751252086811352,0.0751252086811351,0,0.0751255075125208
"4613",140,24,33,801005,1106,923,"24033801005","1400000US24033801005",2,"X6to17",358,0.298831385642738,0.373956594323873,0.0751255075125208,0.373956676126878
"4614",140,24,33,801005,1106,923,"24033801005","1400000US24033801005",3,"Und6and6to17",98,0.0818030050083473,0.45575959933222,0.373956676126878,0.455760143572621
"4615",140,24,33,801005,1106,923,"24033801005","1400000US24033801005",4,"NoChild",652,0.54424040066778,1,0.455760143572621,1
"4616",140,24,33,801006,1106,924,"24033801006","1400000US24033801006",0,"Total",1270,0,0,0,0
"4617",140,24,33,801006,1106,924,"24033801006","1400000US24033801006",1,"Under6",94,0.0740157480314961,0.074015748031496,0,0.0740160409448818
"4618",140,24,33,801006,1106,924,"24033801006","1400000US24033801006",2,"X6to17",372,0.292913385826772,0.366929133858268,0.0740160409448818,0.366929244094488
"4619",140,24,33,801006,1106,924,"24033801006","1400000US24033801006",3,"Und6and6to17",140,0.110236220472441,0.477165354330709,0.366929244094488,0.477165877165354
"4620",140,24,33,801006,1106,924,"24033801006","1400000US24033801006",4,"NoChild",664,0.522834645669291,1,0.477165877165354,1
"4621",140,24,33,801104,1106,925,"24033801104","1400000US24033801104",0,"Total",983,0,0,0,0
"4622",140,24,33,801104,1106,925,"24033801104","1400000US24033801104",1,"Under6",320,0.325534079348932,0.325534079348932,0,0.32553421363174
"4623",140,24,33,801104,1106,925,"24033801104","1400000US24033801104",2,"X6to17",132,0.134282807731434,0.459816887080366,0.32553421363174,0.459817017293998
"4624",140,24,33,801104,1106,925,"24033801104","1400000US24033801104",3,"Und6and6to17",128,0.130213631739573,0.590030518819939,0.459817017293998,0.59003092878942
"4625",140,24,33,801104,1106,925,"24033801104","1400000US24033801104",4,"NoChild",403,0.409969481180061,1,0.59003092878942,1
